t4_x,t4_y,t8_x,t8_y,t12_x,t12_y,t16_x,t16_y,t20_x,t20_y,d_4_8,d_8_12,d_12_16,d_16_20,d_4_20,curl_thumb,curl_index,curl_middle,curl_ring,curl_pinky,spread_angle,Label
-0.041779040643611466,-0.6516600409770524,-0.22069419309904584,-1.9414115138203056,0.32390774007789813,-2.0997956652661673,0.008202229938816962,-0.452580065934713,0.05918929281936335,-0.2989087162371607,1.302101952029676,0.5671655887386771,1.6771968279880152,0.16190912358187912,0.36691702259235537,23.71446075241874,0.33693631123045154,1.730873422489841,154.42844511459478,62.94970713001001,37.510357966322296,1
-0.18012620174761051,-0.5082476789579645,-0.1981502047460892,-1.9348884225262029,0.25963919811277747,-2.083374890668547,-0.12999611227796165,-0.45825341392415286,-0.037693873652647064,-0.2559404076725683,1.42675459553948,0.4812684994795162,1.67117787481739,0.2223741346330508,0.2897342355159877,40.153390947439426,0.6340005641142189,5.951698432546657,106.29248211231103,31.557781198290876,36.914431353990686,1
-0.2545919230614521,-0.6334618511581225,-0.16514159976429302,-1.8704770652643397,0.27480991268186333,-2.0017689856648753,-0.13808061590962295,-0.5173111459047464,-0.07612024681801058,-0.25341517276219355,1.240245137167736,0.4591240591235892,1.5408094193072241,0.2710722633889786,0.41986618937576103,71.23731478328769,2.0161173350403523,5.643753744712137,102.26584829665823,35.88750019313563,35.74679034274689,1
-0.13507651738654988,-0.7061445379750783,-0.1272233267723956,-1.8735827662198843,0.26430355370018926,-1.9956214526525846,-0.04728898535122618,-0.5464620850299986,-0.048984918948933004,-0.3481582827651939,1.1674646415931378,0.41010576577123703,1.4822795900776617,0.19831105411309424,0.3681927786374148,53.456909457920986,2.535791010363606,2.116098243247724,121.91563266511012,43.75770705029097,34.12521374783324,1
-0.20990691051327898,-0.7230413714334806,-0.18930097025382725,-1.848796278084797,0.2282764947245413,-1.9713140235584172,-0.11503066112696197,-0.5289221703821833,-0.07677746950993691,-0.34495820237422103,1.1259434775438286,0.4351798906356995,1.4826847478031258,0.1878990372357543,0.400837037694566,51.4028425517975,3.372411798229496,3.010866073934673,104.73225066524593,35.708631307420085,33.601658950443664,1
-0.2218894101890684,-0.7302569296335081,-0.18360090785783034,-1.8400091597102017,0.23113737860026176,-1.9658176495984185,-0.12496687502196693,-0.5258459884307053,-0.06111877867211867,-0.34556929859341473,1.1104125456653324,0.4334000719683235,1.4833504725498787,0.19124922040675138,0.41693137257059204,48.95362751169197,2.6008669294124305,2.5010869602599692,104.12428993936804,38.30878332325824,33.77346295001222,1
-0.32792865128089865,-0.4672812369450732,-0.8288887247454408,-1.6586119339592773,-0.35186750807989386,-2.033184594266876,-0.2306113629806103,-0.3569622193972801,-0.14147885550616443,-0.17180028000069017,1.2923737171785679,0.6065096198734118,1.6806024225669218,0.20549829120892613,0.3493887838228475,42.49583421599859,0.4531058159014181,5.49944159922585,92.67120507929388,6.993744789158875,36.57332693935018,1
-0.35540689518876495,-0.4248958796965895,-1.6988926599808811,-0.5423060360098333,-1.4887236890722988,-1.4855474688038275,-0.3570139555347191,-0.4054410156007977,-0.23064488065098962,-0.48324646530573806,1.3486063714088545,0.9663722868915683,1.5644158242726032,0.14840091337575262,0.13773289771312677,4.852850416336772,4.588207370515235,7.547359995255733,170.19970557912123,165.1172081127388,41.45889514342326,1
-0.4520251291657353,0.12441721324310204,-1.9605643048225807,0.6820736194419508,-2.136632077271614,-0.5459611000956772,-0.3956581276342323,0.023612209517085037,-0.3130661972013515,-0.17413145708311858,1.6083131261872017,1.2405922508564307,1.8317762003965496,0.21429882093264607,0.32930364912377846,11.059117296252538,3.9112299687026333,6.638869577827916,32.96885350282826,14.111250289095771,58.519269409629196,1
-0.5196666813172918,0.5434049548054265,-1.757840525221822,1.1337270975850062,-2.122174017773253,0.1479573976646955,-0.38483742599690357,0.32030983421112363,-0.3116570117292255,0.11473353302818105,1.3716977436684785,1.0509428124668359,1.7458647701092291,0.21821317247235303,0.4764737248691281,62.72551842457389,0.9188158889054059,2.7734527360142525,52.96175349762822,21.27193304126293,60.68727777889353,1
